station_name,measurement_timestamp,air_temperature,wet_bulb_temperature,humidity,rain_intensity,interval_rain,total_rain,precipitation_type,wind_direction,wind_speed,maximum_wind_speed,barometric_pressure,solar_radiation,heading,battery_life,measurement_timestamp_label,measurement_id
63rd Street Weather Station,2017-12-29T21:00:00.000,-8.8,-9.5,79,0,0,25.1,0,275,3.7,5.7,1000.7,5,354,11.8,12/29/2017 9:00 PM,63rdStreetWeatherStation201712292100
Foster Weather Station,2017-12-29T21:00:00.000,-9.5,,69,,0,,,263,2.6,3,1000.3,0,,14.9,12/29/2017 9:00 PM,FosterWeatherStation201712292100
Oak Street Weather Station,2017-12-29T21:00:00.000,-8,-9,74,0,0,18.5,0,325,1.7,3.2,1001.4,3,2,12,12/29/2017 9:00 PM,OakStreetWeatherStation201712292100
63rd Street Weather Station,2017-12-29T20:00:00.000,-8.9,-9.6,79,0,0,25.1,0,269,2,3,1000.8,6,354,11.9,12/29/2017 8:00 PM,63rdStreetWeatherStation201712292000
Foster Weather Station,2017-12-29T20:00:00.000,-9.67,,69,,0,,,278,2.8,3,1000.3,0,,14.8,12/29/2017 8:00 PM,FosterWeatherStation201712292000
Oak Street Weather Station,2017-12-29T20:00:00.000,-8.2,-9.1,76,0,0.2,18.5,0,329,0.9,2,1001.4,3,2,12,12/29/2017 8:00 PM,OakStreetWeatherStation201712292000
63rd Street Weather Station,2017-12-29T19:00:00.000,-8.9,-9.6,81,0,0.1,25,0,257,2.8,4.2,1001.7,6,354,11.9,12/29/2017 7:00 PM,63rdStreetWeatherStation201712291900
Foster Weather Station,2017-12-29T19:00:00.000,-9.5,,71,,0,,,265,1.1,1.3,1001.4,0,,15.2,12/29/2017 7:00 PM,FosterWeatherStation201712291900
Oak Street Weather Station,2017-12-29T19:00:00.000,-8.2,-9.1,77,0,0.1,18.4,70,280,1,3.8,1002.5,3,2,12,12/29/2017 7:00 PM,OakStreetWeatherStation201712291900
63rd Street Weather Station,2017-12-29T18:00:00.000,-9.1,-9.7,83,0,0.1,25,70,228,1.3,2.6,1001.8,6,354,11.9,12/29/2017 6:00 PM,63rdStreetWeatherStation201712291800
Foster Weather Station,2017-12-29T18:00:00.000,-9.56,,73,,0,,,242,2.1,2.4,1001.4,0,,14.8,12/29/2017 6:00 PM,FosterWeatherStation201712291800
Oak Street Weather Station,2017-12-29T18:00:00.000,-8.4,-9.2,77,0,0.3,18.3,70,335,1.2,2.2,1002.6,3,2,12,12/29/2017 6:00 PM,OakStreetWeatherStation201712291800
63rd Street Weather Station,2017-12-29T17:00:00.000,-9.1,-9.8,81,0.6,0.1,24.8,70,256,2.9,3.8,1002.6,6,354,11.8,12/29/2017 5:00 PM,63rdStreetWeatherStation201712291700
Foster Weather Station,2017-12-29T17:00:00.000,-9.67,,75,,0,,,253,0.5,0.6,1002,0,,14.9,12/29/2017 5:00 PM,FosterWeatherStation201712291700
Oak Street Weather Station,2017-12-29T17:00:00.000,-8.2,-9,78,0.6,0.2,18,60,251,1.4,3.5,1003.2,3,2,12,12/29/2017 5:00 PM,OakStreetWeatherStation201712291700
63rd Street Weather Station,2017-12-29T16:00:00.000,-9.1,-9.8,80,0,0.2,24.7,70,249,3,4.1,1002.5,14,354,11.8,12/29/2017 4:00 PM,63rdStreetWeatherStation201712291600
Foster Weather Station,2017-12-29T16:00:00.000,-9.78,,73,,0,,,249,1.3,1.5,1002,0,,15.2,12/29/2017 4:00 PM,FosterWeatherStation201712291600
Oak Street Weather Station,2017-12-29T16:00:00.000,-8.6,-9.4,77,0.6,0.3,17.8,70,345,1.7,2.5,1003.2,9,2,12.1,12/29/2017 4:00 PM,OakStreetWeatherStation201712291600
63rd Street Weather Station,2017-12-29T15:00:00.000,-9.1,-9.7,83,0,0.1,24.6,70,271,2.8,4,1003,48,354,11.9,12/29/2017 3:00 PM,63rdStreetWeatherStation201712291500
Foster Weather Station,2017-12-29T15:00:00.000,-9.67,,72,,0,,,229,0.8,1.2,1002.4,0,,15.2,12/29/2017 3:00 PM,FosterWeatherStation201712291500
Oak Street Weather Station,2017-12-29T15:00:00.000,-8.4,-9.3,75,0,0.1,17.6,70,305,1.7,5,1003.6,33,2,12,12/29/2017 3:00 PM,OakStreetWeatherStation201712291500
63rd Street Weather Station,2017-12-29T14:00:00.000,-9.4,-10,80,0,0.1,24.5,70,261,2.5,3.3,1002.6,63,354,11.9,12/29/2017 2:00 PM,63rdStreetWeatherStation201712291400
Foster Weather Station,2017-12-29T14:00:00.000,-10.06,,69,,0,,,280,2.5,2.7,1002,0,,14.8,12/29/2017 2:00 PM,FosterWeatherStation201712291400
Oak Street Weather Station,2017-12-29T14:00:00.000,-8.6,-9.5,73,0,0.1,17.5,70,349,1.9,2.8,1003.1,56,2,12,12/29/2017 2:00 PM,OakStreetWeatherStation201712291400
63rd Street Weather Station,2017-12-29T13:00:00.000,-9.2,-10.3,69,0,0,24.4,0,278,3.5,4.8,1003.6,82,354,11.8,12/29/2017 1:00 PM,63rdStreetWeatherStation201712291300
Foster Weather Station,2017-12-29T13:00:00.000,-10,,61,,0,,,252,1.8,2.1,1003,0,,14.8,12/29/2017 1:00 PM,FosterWeatherStation201712291300
Oak Street Weather Station,2017-12-29T13:00:00.000,-8.4,-9.7,66,0,0,17.4,0,359,1.2,3.4,1004.3,73,2,12,12/29/2017 1:00 PM,OakStreetWeatherStation201712291300
63rd Street Weather Station,2017-12-29T12:00:00.000,-9.1,-10.3,66,0,0,24.4,0,244,1.9,3,1003.9,102,354,11.9,12/29/2017 12:00 PM,63rdStreetWeatherStation201712291200
Foster Weather Station,2017-12-29T12:00:00.000,-10,,50,,0,,,292,3.4,3.6,1003.4,0,,14.8,12/29/2017 12:00 PM,FosterWeatherStation201712291200
Oak Street Weather Station,2017-12-29T12:00:00.000,-8.4,-9.9,59,0,0,17.4,0,116,0.7,1.8,1004.5,89,2,12,12/29/2017 12:00 PM,OakStreetWeatherStation201712291200
63rd Street Weather Station,2017-12-29T11:00:00.000,-9.4,-10.5,67,0,0,24.4,0,278,4.3,5.2,1005.3,154,355,11.9,12/29/2017 11:00 AM,63rdStreetWeatherStation201712291100
Foster Weather Station,2017-12-29T11:00:00.000,-10.06,,50,,0,,,281,3.3,3.6,1004.4,0,,14.8,12/29/2017 11:00 AM,FosterWeatherStation201712291100
Oak Street Weather Station,2017-12-29T11:00:00.000,-8.6,-10,62,0,0,17.4,0,340,1.4,2.5,1005.8,148,2,11.9,12/29/2017 11:00 AM,OakStreetWeatherStation201712291100
63rd Street Weather Station,2017-12-29T10:00:00.000,-9.7,-10.7,71,0,0,24.4,0,278,1.3,2.4,1005,145,354,11.8,12/29/2017 10:00 AM,63rdStreetWeatherStation201712291000
Foster Weather Station,2017-12-29T10:00:00.000,-10.56,,59,,0,,,278,3.4,3.7,1004.7,0,,14.8,12/29/2017 10:00 AM,FosterWeatherStation201712291000
Oak Street Weather Station,2017-12-29T10:00:00.000,-9.4,-10.5,68,0,0,17.4,0,1,2.4,3.2,1005.8,135,2,12.1,12/29/2017 10:00 AM,OakStreetWeatherStation201712291000
63rd Street Weather Station,2017-12-29T09:00:00.000,-10.4,-11.2,76,0,0,24.4,0,275,2.1,3.6,1005.1,129,354,11.9,12/29/2017 9:00 AM,63rdStreetWeatherStation201712290900
Foster Weather Station,2017-12-29T09:00:00.000,-11.06,,65,,0,,,262,1.2,1.4,1004.4,0,,14.9,12/29/2017 9:00 AM,FosterWeatherStation201712290900
Oak Street Weather Station,2017-12-29T09:00:00.000,-9.6,-10.6,71,0,0,17.4,0,315,1.5,3.1,1005.7,136,2,12,12/29/2017 9:00 AM,OakStreetWeatherStation201712290900
63rd Street Weather Station,2017-12-29T08:00:00.000,-10.9,-11.7,76,0,0,24.4,0,281,2.1,3,1004.8,44,354,11.9,12/29/2017 8:00 AM,63rdStreetWeatherStation201712290800
Foster Weather Station,2017-12-29T08:00:00.000,-11.56,,67,,0,,,225,2,2.5,1004.1,0,,15.2,12/29/2017 8:00 AM,FosterWeatherStation201712290800
Oak Street Weather Station,2017-12-29T08:00:00.000,-10.2,-11.1,71,0,0,17.4,0,352,0.5,1.9,1005.4,41,2,12.1,12/29/2017 8:00 AM,OakStreetWeatherStation201712290800
63rd Street Weather Station,2017-12-29T07:00:00.000,-10.9,-11.7,75,0,0,24.4,0,282,2.4,3.3,1004.6,7,354,11.9,12/29/2017 7:00 AM,63rdStreetWeatherStation201712290700
Foster Weather Station,2017-12-29T07:00:00.000,-11.67,,67,,0,,,265,3.3,3.5,1004.1,0,,14.9,12/29/2017 7:00 AM,FosterWeatherStation201712290700
Oak Street Weather Station,2017-12-29T07:00:00.000,-10.1,-11.1,70,0,0,17.4,0,235,0.8,1.8,1005.3,3,2,11.9,12/29/2017 7:00 AM,OakStreetWeatherStation201712290700
63rd Street Weather Station,2017-12-29T06:00:00.000,-10.6,-11.5,74,0,0,24.4,0,277,3.2,5.2,1004.6,6,354,11.8,12/29/2017 6:00 AM,63rdStreetWeatherStation201712290600
Foster Weather Station,2017-12-29T06:00:00.000,-11.56,,66,,0,,,272,2.2,2.9,1004.1,0,,15.2,12/29/2017 6:00 AM,FosterWeatherStation201712290600
Oak Street Weather Station,2017-12-29T06:00:00.000,-10.2,-11.1,70,0,0,17.4,0,290,0.5,1.6,1005.4,3,2,12,12/29/2017 6:00 AM,OakStreetWeatherStation201712290600
63rd Street Weather Station,2017-12-29T05:00:00.000,-10.8,-11.6,74,0,0,24.4,0,300,2.9,4.5,1004.7,6,354,11.9,12/29/2017 5:00 AM,63rdStreetWeatherStation201712290500
Foster Weather Station,2017-12-29T05:00:00.000,-11.89,,67,,0,,,277,4.3,4.6,1004.1,0,,14.9,12/29/2017 5:00 AM,FosterWeatherStation201712290500
Oak Street Weather Station,2017-12-29T05:00:00.000,-10.1,-11.1,70,0,0,17.4,0,285,1.2,2.2,1005.4,3,2,12,12/29/2017 5:00 AM,OakStreetWeatherStation201712290500
63rd Street Weather Station,2017-12-29T04:00:00.000,-10.9,-11.7,74,0,0,24.4,0,289,2.7,4.8,1004.6,6,354,11.8,12/29/2017 4:00 AM,63rdStreetWeatherStation201712290400
Foster Weather Station,2017-12-29T04:00:00.000,-11.78,,65,,0,,,277,4,4.6,1004.1,0,,14.9,12/29/2017 4:00 AM,FosterWeatherStation201712290400
Oak Street Weather Station,2017-12-29T04:00:00.000,-10.3,-11.3,70,0,0,17.4,0,302,1.6,3.4,1005.3,3,2,12.1,12/29/2017 4:00 AM,OakStreetWeatherStation201712290400
63rd Street Weather Station,2017-12-29T03:00:00.000,-10.7,-11.5,74,0,0,24.4,0,283,3.3,6,1004.6,6,354,11.8,12/29/2017 3:00 AM,63rdStreetWeatherStation201712290300
Foster Weather Station,2017-12-29T03:00:00.000,-11.67,,65,,0,,,290,6.1,6.3,1003.7,0,,14.8,12/29/2017 3:00 AM,FosterWeatherStation201712290300
Oak Street Weather Station,2017-12-29T03:00:00.000,-10.1,-11.1,70,0,0,17.4,0,273,1.8,3.1,1005.2,3,2,12.1,12/29/2017 3:00 AM,OakStreetWeatherStation201712290300
63rd Street Weather Station,2017-12-29T02:00:00.000,-10.5,-11.3,73,0,0,24.4,0,277,4.9,7.3,1004.3,6,354,11.9,12/29/2017 2:00 AM,63rdStreetWeatherStation201712290200
Foster Weather Station,2017-12-29T02:00:00.000,-11.56,,65,,0,,,296,3.4,4.3,1004.1,0,,15.2,12/29/2017 2:00 AM,FosterWeatherStation201712290200
Oak Street Weather Station,2017-12-29T02:00:00.000,-10.1,-11.1,70,0,0,17.4,0,308,0.8,1.8,1005.2,3,2,12,12/29/2017 2:00 AM,OakStreetWeatherStation201712290200
63rd Street Weather Station,2017-12-29T01:00:00.000,-10.3,-11.1,76,0,0,24.4,0,272,4.5,7.1,1004.5,6,354,11.9,12/29/2017 1:00 AM,63rdStreetWeatherStation201712290100
Foster Weather Station,2017-12-29T01:00:00.000,-11.5,,67,,0,,,271,5.6,6,1004.1,0,,14.9,12/29/2017 1:00 AM,FosterWeatherStation201712290100
Oak Street Weather Station,2017-12-29T01:00:00.000,-9.9,-10.9,70,0,0,17.4,0,303,1.3,3.1,1005.2,3,2,11.9,12/29/2017 1:00 AM,OakStreetWeatherStation201712290100
63rd Street Weather Station,2017-12-29T00:00:00.000,-10.2,-11.1,75,0,0,24.4,0,275,3.8,6.4,1004.7,6,354,11.9,12/29/2017 12:00 AM,63rdStreetWeatherStation201712292400
Foster Weather Station,2017-12-29T00:00:00.000,-11.17,,67,,0,,,265,4.2,4.9,1004.4,0,,14.9,12/29/2017 12:00 AM,FosterWeatherStation201712292400
Oak Street Weather Station,2017-12-29T00:00:00.000,-9.7,-10.7,72,0,0,17.4,70,300,1.2,2.3,1005.4,3,2,11.9,12/29/2017 12:00 AM,OakStreetWeatherStation201712292400
63rd Street Weather Station,2017-12-28T23:00:00.000,-10.2,-11,77,0,0,24.4,0,250,5.3,6.1,1005.3,6,354,11.9,12/28/2017 11:00 PM,63rdStreetWeatherStation201712282300
Foster Weather Station,2017-12-28T23:00:00.000,-11.17,,66,,0,,,211,3,3.3,1004.7,0,,14.9,12/28/2017 11:00 PM,FosterWeatherStation201712282300
Oak Street Weather Station,2017-12-28T23:00:00.000,-9.6,-10.6,72,0,0,17.3,70,305,1.6,3.4,1006,3,2,12,12/28/2017 11:00 PM,OakStreetWeatherStation201712282300
63rd Street Weather Station,2017-12-28T22:00:00.000,-10.2,-10.9,77,0,0,24.4,70,250,3.4,5.7,1005.5,6,354,11.9,12/28/2017 10:00 PM,63rdStreetWeatherStation201712282200
Foster Weather Station,2017-12-28T22:00:00.000,-11.17,,68,,0,,,248,4.5,5.2,1004.7,0,,14.8,12/28/2017 10:00 PM,FosterWeatherStation201712282200
Oak Street Weather Station,2017-12-28T22:00:00.000,-9.5,-10.5,71,0,0,17.3,70,285,2.6,4.5,1006,3,2,12,12/28/2017 10:00 PM,OakStreetWeatherStation201712282200
63rd Street Weather Station,2017-12-28T21:00:00.000,-10.3,-11.1,76,0,0,24.4,0,224,3.1,5.1,1005.2,6,354,11.9,12/28/2017 9:00 PM,63rdStreetWeatherStation201712282100
Foster Weather Station,2017-12-28T21:00:00.000,-11.39,,67,,0,,,215,5.4,5.9,1004.7,0,,14.9,12/28/2017 9:00 PM,FosterWeatherStation201712282100
Oak Street Weather Station,2017-12-28T21:00:00.000,-9.6,-10.6,70,0,0,17.3,0,290,1.1,2.5,1006,3,2,12,12/28/2017 9:00 PM,OakStreetWeatherStation201712282100
63rd Street Weather Station,2017-12-28T20:00:00.000,-10.3,-11.1,75,0,0,24.4,0,215,2.7,4.6,1006.2,6,354,11.8,12/28/2017 8:00 PM,63rdStreetWeatherStation201712282000
Foster Weather Station,2017-12-28T20:00:00.000,-11.28,,67,,0,,,194,3.6,4.2,1005.8,0,,14.8,12/28/2017 8:00 PM,FosterWeatherStation201712282000
Oak Street Weather Station,2017-12-28T20:00:00.000,-9.9,-10.9,70,0,0,17.3,0,289,1.9,4.4,1006.8,3,2,12.1,12/28/2017 8:00 PM,OakStreetWeatherStation201712282000
63rd Street Weather Station,2017-12-28T19:00:00.000,-10.3,-11,79,0,0,24.4,0,201,4.2,5.9,1007.4,6,354,11.9,12/28/2017 7:00 PM,63rdStreetWeatherStation201712281900
Foster Weather Station,2017-12-28T19:00:00.000,-11.06,,66,,0,,,191,6.1,6.5,1006.4,0,,15.2,12/28/2017 7:00 PM,FosterWeatherStation201712281900
Oak Street Weather Station,2017-12-28T19:00:00.000,-9.5,-10.5,72,0,0,17.3,70,60,1.3,4,1007.9,3,2,12.1,12/28/2017 7:00 PM,OakStreetWeatherStation201712281900
63rd Street Weather Station,2017-12-28T18:00:00.000,-10.4,-11.1,79,0,0,24.4,0,201,4.1,6.3,1007.8,6,354,11.8,12/28/2017 6:00 PM,63rdStreetWeatherStation201712281800
Foster Weather Station,2017-12-28T18:00:00.000,-11.39,,68,,0,,,208,3,3.3,1007.5,0,,14.9,12/28/2017 6:00 PM,FosterWeatherStation201712281800
Oak Street Weather Station,2017-12-28T18:00:00.000,-9.6,-10.6,73,0,0.2,17.3,70,99,1,1.9,1008.6,3,2,11.9,12/28/2017 6:00 PM,OakStreetWeatherStation201712281800
63rd Street Weather Station,2017-12-28T17:00:00.000,-10.4,-11.2,76,0,0,24.4,0,200,4.2,5.8,1008.2,6,355,11.9,12/28/2017 5:00 PM,63rdStreetWeatherStation201712281700
Foster Weather Station,2017-12-28T17:00:00.000,-11.17,,69,,0,,,203,4.2,5.2,1007.5,0,,15.2,12/28/2017 5:00 PM,FosterWeatherStation201712281700
Oak Street Weather Station,2017-12-28T17:00:00.000,-9.6,-10.6,71,0,0.1,17.1,60,71,1.3,3.1,1008.7,3,2,11.8,12/28/2017 5:00 PM,OakStreetWeatherStation201712281700
63rd Street Weather Station,2017-12-28T16:00:00.000,-10.1,-10.9,75,0,0,24.3,0,199,3.4,4.9,1008.4,14,354,11.9,12/28/2017 4:00 PM,63rdStreetWeatherStation201712281600
Foster Weather Station,2017-12-28T16:00:00.000,-11,,69,,0,,,209,3.8,4.1,1007.8,0,,15.2,12/28/2017 4:00 PM,FosterWeatherStation201712281600
Oak Street Weather Station,2017-12-28T16:00:00.000,-9.4,-10.5,70,0,0,17.1,70,117,3.8,5.8,1008.9,11,2,12,12/28/2017 4:00 PM,OakStreetWeatherStation201712281600
63rd Street Weather Station,2017-12-28T15:00:00.000,-10,-11.1,67,0,0,24.3,0,191,4.1,6.1,1009,58,354,11.9,12/28/2017 3:00 PM,63rdStreetWeatherStation201712281500
Foster Weather Station,2017-12-28T15:00:00.000,-11,,62,,0,,,171,3.4,3.7,1008.5,0,,14.9,12/28/2017 3:00 PM,FosterWeatherStation201712281500
Oak Street Weather Station,2017-12-28T15:00:00.000,-9.1,-10.4,61,0,0,17.1,0,217,2.3,5.3,1009.7,66,2,12,12/28/2017 3:00 PM,OakStreetWeatherStation201712281500
63rd Street Weather Station,2017-12-28T14:00:00.000,-9.6,-11.1,54,0,0,24.3,0,209,2.4,4.1,1009.3,142,354,11.9,12/28/2017 2:00 PM,63rdStreetWeatherStation201712281400
Foster Weather Station,2017-12-28T14:00:00.000,-10.39,,50,,0,,,203,2.3,2.5,1008.8,0,,14.8,12/28/2017 2:00 PM,FosterWeatherStation201712281400
Oak Street Weather Station,2017-12-28T14:00:00.000,-8.6,-10.4,52,0,0,17.1,0,77,2.3,4.6,1009.9,84,2,12,12/28/2017 2:00 PM,OakStreetWeatherStation201712281400
63rd Street Weather Station,2017-12-28T13:00:00.000,-9.8,-11.3,56,0,0,24.3,0,195,4.9,7.3,1010.2,88,354,11.9,12/28/2017 1:00 PM,63rdStreetWeatherStation201712281300
Foster Weather Station,2017-12-28T13:00:00.000,-10.06,,44,,0,,,208,3.8,4.6,1009.5,0,,15.2,12/28/2017 1:00 PM,FosterWeatherStation201712281300
Oak Street Weather Station,2017-12-28T13:00:00.000,-8.4,-10.3,49,0,0,17.1,0,216,2.3,4.3,1010.8,96,2,12,12/28/2017 1:00 PM,OakStreetWeatherStation201712281300
63rd Street Weather Station,2017-12-28T12:00:00.000,-9.7,-11.2,56,0,0,24.3,0,193,3.9,7,1011.4,197,354,11.8,12/28/2017 12:00 PM,63rdStreetWeatherStation201712281200
Foster Weather Station,2017-12-28T12:00:00.000,-10.17,,45,,0,,,174,2.1,2.3,1011.2,0,,15.2,12/28/2017 12:00 PM,FosterWeatherStation201712281200
Oak Street Weather Station,2017-12-28T12:00:00.000,-8.6,-10.4,50,0,0,17.1,0,245,2.6,4.1,1012.1,183,2,12,12/28/2017 12:00 PM,OakStreetWeatherStation201712281200
63rd Street Weather Station,2017-12-28T11:00:00.000,-10.3,-11.7,59,0,0,24.3,0,213,2.6,4.4,1012.7,200,354,11.9,12/28/2017 11:00 AM,63rdStreetWeatherStation201712281100
Foster Weather Station,2017-12-28T11:00:00.000,-11,,50,,0,,,187,3.5,4.4,1012.5,0,,15.2,12/28/2017 11:00 AM,FosterWeatherStation201712281100
Oak Street Weather Station,2017-12-28T11:00:00.000,-9.1,-10.7,53,0,0,17.1,0,189,1.1,1.9,1013.5,151,2,12,12/28/2017 11:00 AM,OakStreetWeatherStation201712281100
63rd Street Weather Station,2017-12-28T10:00:00.000,-10.7,-12,59,0,0,24.3,0,198,3.4,7.5,1013.2,310,355,11.9,12/28/2017 10:00 AM,63rdStreetWeatherStation201712281000
Foster Weather Station,2017-12-28T10:00:00.000,-11.67,,49,,0,,,187,3.7,4.2,1012.9,0,,15.2,12/28/2017 10:00 AM,FosterWeatherStation201712281000
Oak Street Weather Station,2017-12-28T10:00:00.000,-9.8,-11.4,53,0,0,17.1,0,213,0.8,2.9,1014.3,227,2,11.9,12/28/2017 10:00 AM,OakStreetWeatherStation201712281000
63rd Street Weather Station,2017-12-28T09:00:00.000,-11.6,-12.7,61,0,0,24.3,0,208,2.3,4.1,1013.4,111,354,11.8,12/28/2017 9:00 AM,63rdStreetWeatherStation201712280900
Foster Weather Station,2017-12-28T09:00:00.000,-11.56,,47,,0,,,182,2.2,2.4,1012.9,0,,14.9,12/28/2017 9:00 AM,FosterWeatherStation201712280900
Oak Street Weather Station,2017-12-28T09:00:00.000,-9.7,-11.4,52,0,0,17.1,0,0,1.2,2.3,1013.9,54,2,12,12/28/2017 9:00 AM,OakStreetWeatherStation201712280900
63rd Street Weather Station,2017-12-28T08:00:00.000,-12,-13.3,57,0,0,24.3,0,253,2.1,3.9,1014,28,354,11.8,12/28/2017 8:00 AM,63rdStreetWeatherStation201712280800
Foster Weather Station,2017-12-28T08:00:00.000,-12.39,,44,,0,,,215,1.5,1.7,1013.5,0,,15.2,12/28/2017 8:00 AM,FosterWeatherStation201712280800
Oak Street Weather Station,2017-12-28T08:00:00.000,-10.6,-12.2,51,0,0,17.1,0,332,1.6,2.9,1014.7,23,2,11.9,12/28/2017 8:00 AM,OakStreetWeatherStation201712280800
63rd Street Weather Station,2017-12-28T07:00:00.000,-12.4,-13.8,54,0,0,24.3,0,223,0.4,0.9,1013.6,7,354,11.8,12/28/2017 7:00 AM,63rdStreetWeatherStation201712280700
Foster Weather Station,2017-12-28T07:00:00.000,-13.5,,45,,0,,,315,0.7,0.8,1013.5,0,,14.9,12/28/2017 7:00 AM,FosterWeatherStation201712280700
Oak Street Weather Station,2017-12-28T07:00:00.000,-11.2,-12.8,49,0,0,17.1,0,342,1.2,1.5,1014.5,3,2,12,12/28/2017 7:00 AM,OakStreetWeatherStation201712280700
63rd Street Weather Station,2017-12-28T06:00:00.000,-13.3,-14.5,56,0,0,24.3,0,276,2.3,4,1014.5,6,354,11.8,12/28/2017 6:00 AM,63rdStreetWeatherStation201712280600
Foster Weather Station,2017-12-28T06:00:00.000,-14.17,,49,,0,,,238,1.7,1.8,1014.2,0,,15.2,12/28/2017 6:00 AM,FosterWeatherStation201712280600
Oak Street Weather Station,2017-12-28T06:00:00.000,-12.5,-13.8,53,0,0,17.1,0,326,2,3.7,1015.2,3,1,12,12/28/2017 6:00 AM,OakStreetWeatherStation201712280600
63rd Street Weather Station,2017-12-28T05:00:00.000,-13.6,-14.6,63,0,0,24.3,0,261,1.7,2.2,1014.6,6,354,11.9,12/28/2017 5:00 AM,63rdStreetWeatherStation201712280500
Foster Weather Station,2017-12-28T05:00:00.000,-15.06,,54,,0,,,226,1,1.4,1014.6,0,,15.2,12/28/2017 5:00 AM,FosterWeatherStation201712280500
Oak Street Weather Station,2017-12-28T05:00:00.000,-12.6,-13.8,56,0,0,17.1,0,277,1.7,3.6,1015.6,3,2,11.9,12/28/2017 5:00 AM,OakStreetWeatherStation201712280500
63rd Street Weather Station,2017-12-28T04:00:00.000,-14.3,-15.1,66,0,0,24.3,0,277,2.9,4.2,1015.4,7,354,11.8,12/28/2017 4:00 AM,63rdStreetWeatherStation201712280400
Foster Weather Station,2017-12-28T04:00:00.000,-15.89,,57,,0,,,264,2.1,2.5,1015.2,0,,14.9,12/28/2017 4:00 AM,FosterWeatherStation201712280400
Oak Street Weather Station,2017-12-28T04:00:00.000,-13.3,-14.3,60,0,0,17.1,0,322,2,2.9,1016.4,3,2,11.9,12/28/2017 4:00 AM,OakStreetWeatherStation201712280400
63rd Street Weather Station,2017-12-28T03:00:00.000,-14.4,-15.2,68,0,0,24.3,0,275,2.7,4,1015.7,7,354,11.8,12/28/2017 3:00 AM,63rdStreetWeatherStation201712280300
Foster Weather Station,2017-12-28T03:00:00.000,-16,,57,,0,,,264,2.8,3.1,1015.6,0,,14.9,12/28/2017 3:00 AM,FosterWeatherStation201712280300
Oak Street Weather Station,2017-12-28T03:00:00.000,-13.4,-14.4,62,0,0,17.1,0,284,2.1,3.6,1016.9,3,1,12,12/28/2017 3:00 AM,OakStreetWeatherStation201712280300
63rd Street Weather Station,2017-12-28T02:00:00.000,-14.6,-15.5,66,0,0,24.3,0,278,2.4,3.9,1015.6,7,354,11.9,12/28/2017 2:00 AM,63rdStreetWeatherStation201712280200
Foster Weather Station,2017-12-28T02:00:00.000,-16.28,,58,,0,,,268,2.9,3.3,1015.6,0,,15.2,12/28/2017 2:00 AM,FosterWeatherStation201712280200
Oak Street Weather Station,2017-12-28T02:00:00.000,-13.7,-14.7,60,0,0,17.1,0,250,1.7,3.1,1016.7,3,2,12.1,12/28/2017 2:00 AM,OakStreetWeatherStation201712280200
63rd Street Weather Station,2017-12-28T01:00:00.000,-14.9,-15.7,66,0,0,24.3,0,275,2.7,3.8,1015.4,7,354,11.8,12/28/2017 1:00 AM,63rdStreetWeatherStation201712280100
Foster Weather Station,2017-12-28T01:00:00.000,-16.28,,58,,0,,,270,3,3.4,1015.2,0,,14.9,12/28/2017 1:00 AM,FosterWeatherStation201712280100
Oak Street Weather Station,2017-12-28T01:00:00.000,-13.9,-14.9,62,0,0,17.1,0,301,1.1,2.7,1016.6,4,2,12.1,12/28/2017 1:00 AM,OakStreetWeatherStation201712280100
63rd Street Weather Station,2017-12-28T00:00:00.000,-15,-15.8,67,0,0,24.3,0,271,3.5,5.3,1015.8,7,354,11.9,12/28/2017 12:00 AM,63rdStreetWeatherStation201712282400
Foster Weather Station,2017-12-28T00:00:00.000,-16.06,,55,,0,,,258,5.1,5.4,1015.6,0,,14.9,12/28/2017 12:00 AM,FosterWeatherStation201712282400
Oak Street Weather Station,2017-12-28T00:00:00.000,-13.9,-14.9,61,0,0,17.1,0,257,2.7,5.7,1016.9,3,2,12,12/28/2017 12:00 AM,OakStreetWeatherStation201712282400
63rd Street Weather Station,2017-12-27T23:00:00.000,-14.7,-15.5,65,0,0,24.3,0,274,3.1,5.5,1016,7,354,11.8,12/27/2017 11:00 PM,63rdStreetWeatherStation201712272300
Foster Weather Station,2017-12-27T23:00:00.000,-15.78,,54,,0,,,257,3.5,3.9,1015.9,0,,14.9,12/27/2017 11:00 PM,FosterWeatherStation201712272300
Oak Street Weather Station,2017-12-27T23:00:00.000,-13.4,-14.5,60,0,0,17.1,0,259,1.4,2.4,1017.3,3,2,11.9,12/27/2017 11:00 PM,OakStreetWeatherStation201712272300
63rd Street Weather Station,2017-12-27T22:00:00.000,-14.8,-15.6,65,0,0,24.3,0,284,2.1,3.2,1016.1,7,354,11.8,12/27/2017 10:00 PM,63rdStreetWeatherStation201712272200
Foster Weather Station,2017-12-27T22:00:00.000,-15.5,,53,,0,,,260,2.8,3.4,1015.9,0,,14.9,12/27/2017 10:00 PM,FosterWeatherStation201712272200
Oak Street Weather Station,2017-12-27T22:00:00.000,-13.7,-14.8,57,0,0,17.1,0,327,2.1,3.3,1017.5,4,1,11.9,12/27/2017 10:00 PM,OakStreetWeatherStation201712272200
